kyodaku_id,kyodaku_edaban,shohin_mei,hatsubai_bi,zeinuki_jodai,ryoritsu,siyoryo,saiteihosho_su_shinseisu,saiteihosho_su_kyodakuryo,shoshi,mihon_suryo,hanbai_chiiki,sakujo_flg,touroku_sha,touroku_bi,koushin_sha,koushin_bi
LI00000052,6,[テイルズ オブ シリーズ]Xmasプリケーキ2018(ジュード・マティス),2018/11/30|00:00:00,4000,5,200,13,2600,73,,,0,猪腰 浩司,2019/05/15|17:59:09,猪腰 浩司,2019/05/15|17:59:09
LI00000052,7,[テイルズ オブ シリーズ]Xmasプリケーキ2018(スレイ),2018/11/30|00:00:00,4000,5,200,39,7800,73,,,0,猪腰 浩司,2019/05/15|17:59:09,猪腰 浩司,2019/05/15|17:59:09
LI00000053,1,[テイルズ オブ シリーズ]Xmasプリケーキ2018(ゼロス・ワイルダー),2018/11/30|00:00:00,4000,5,200,31,6200,73,,,0,猪腰 浩司,2019/05/15|17:59:09,猪腰 浩司,2019/05/15|17:59:09
LI00000053,2,[テイルズ オブ シリーズ]Xmasプリケーキ2018(フレン・シーフォ),2018/11/30|00:00:00,4000,5,200,34,6800,73,,,0,猪腰 浩司,2019/05/15|17:59:09,猪腰 浩司,2019/05/15|17:59:09
LI00000053,3,[テイルズ オブ シリーズ]Xmasプリケーキ2018(ベルベット・クラウ),2018/11/30|00:00:00,4000,5,200,15,3000,73,,,0,猪腰 浩司,2019/05/15|17:59:09,猪腰 浩司,2019/05/15|17:59:09
LI00000053,4,[テイルズ オブ シリーズ]Xmasプリケーキ2018(ミクリオ),2018/11/30|00:00:00,4000,5,200,42,8400,73,,,0,猪腰 浩司,2019/05/15|17:59:09,猪腰 浩司,2019/05/15|17:59:09
LI00000053,5,[テイルズ オブ シリーズ]Xmasプリケーキ2018(ユーリ・ローウェル),2018/11/30|00:00:00,4000,5,200,78,15600,73,,,0,猪腰 浩司,2019/05/15|17:59:09,猪腰 浩司,2019/05/15|17:59:09
LI00000053,6,[テイルズ オブ シリーズ]Xmasプリケーキ2018(リオン・マグナス),2018/11/30|00:00:00,4000,5,200,31,6200,73,,,0,猪腰 浩司,2019/05/15|17:59:09,猪腰 浩司,2019/05/15|17:59:09
LI00000053,7,[テイルズ オブ シリーズ]Xmasプリケーキ2018(ルーク・フォン・ファブレ),2018/11/30|00:00:00,4000,5,200,34,6800,73,,,0,猪腰 浩司,2019/05/15|17:59:09,猪腰 浩司,2019/05/15|17:59:09
LI00000055,1,[テイルズ オブ シリーズ]バレンタインプリケーキ2019(コハク・ハーツ),2019/01/30|00:00:00,4000,5,200,2,400,73,,,0,猪腰 浩司,2019/05/15|18:27:24,猪腰 浩司,2019/05/15|18:27:24
LI00000055,2,[テイルズ オブ シリーズ]バレンタインプリケーキ2019(コレット・ブルーネル),2019/01/30|00:00:00,4000,5,200,19,3800,73,,,0,猪腰 浩司,2019/05/15|18:27:24,猪腰 浩司,2019/05/15|18:27:24
LI00000055,3,[テイルズ オブ シリーズ]バレンタインプリケーキ2019(シャーリィ・フェンネス),2019/01/30|00:00:00,4000,5,200,6,1200,73,,,0,猪腰 浩司,2019/05/15|18:27:24,猪腰 浩司,2019/05/15|18:27:24
LI00000055,4,[テイルズ オブ シリーズ]バレンタインプリケーキ2019(ソフィ),2019/01/30|00:00:00,4000,5,200,13,2600,73,,,0,猪腰 浩司,2019/05/15|18:27:24,猪腰 浩司,2019/05/15|18:27:24
LI00000055,5,[テイルズ オブ シリーズ]バレンタインプリケーキ2019(ティア・グランツ),2019/01/30|00:00:00,4000,5,200,7,1400,73,,,0,猪腰 浩司,2019/05/15|18:27:24,猪腰 浩司,2019/05/15|18:27:24
LI00000055,6,[テイルズ オブ シリーズ]バレンタインプリケーキ2019(ファラ・エルステッド),2019/01/30|00:00:00,4000,5,200,7,1400,73,,,0,猪腰 浩司,2019/05/15|18:27:24,猪腰 浩司,2019/05/15|18:27:24
LI00000055,7,[テイルズ オブ シリーズ]バレンタインプリケーキ2019(ベルベット・クラウ),2019/01/30|00:00:00,4000,5,200,5,1000,73,,,0,猪腰 浩司,2019/05/15|18:27:24,猪腰 浩司,2019/05/15|18:27:24
LI00000056,1,[テイルズ オブ シリーズ]バレンタインプリケーキ2019(ミラ=マクスウェル),2019/01/30|00:00:00,4000,5,200,9,1800,73,,,0,猪腰 浩司,2019/05/15|18:27:24,猪腰 浩司,2019/05/15|18:27:24
LI00000056,2,[テイルズ オブ シリーズ]バレンタインプリケーキ2019(ミント・アドネード),2019/01/30|00:00:00,4000,5,200,3,600,73,,,0,猪腰 浩司,2019/05/15|18:27:24,猪腰 浩司,2019/05/15|18:27:24
LI00000056,3,[テイルズ オブ シリーズ]バレンタインプリケーキ2019(リアラ),2019/01/30|00:00:00,4000,5,200,34,6800,73,,,0,猪腰 浩司,2019/05/15|18:27:24,猪腰 浩司,2019/05/15|18:27:24
LI00000056,4,[テイルズ オブ シリーズ]バレンタインプリケーキ2019(ルーティ・カトレット),2019/01/30|00:00:00,4000,5,200,5,1000,73,,,0,猪腰 浩司,2019/05/15|18:27:24,猪腰 浩司,2019/05/15|18:27:24
LI00000056,5,[テイルズ オブ シリーズ]バレンタインプリケーキ2019(ロゼ),2019/01/30|00:00:00,4000,5,200,7,1400,73,,,0,猪腰 浩司,2019/05/15|18:27:24,猪腰 浩司,2019/05/15|18:27:24
LI00000056,6,[テイルズ オブ シリーズ]バレンタインプリマカロン6個セット2019(A),2019/01/30|00:00:00,2000,5,100,22,2200,73,,,0,猪腰 浩司,2019/05/15|18:27:24,猪腰 浩司,2019/05/15|18:27:24
LI00000056,7,[テイルズ オブ シリーズ]バレンタインプリマカロン6個セット2019(B),2019/01/30|00:00:00,2000,5,100,26,2600,73,,,0,猪腰 浩司,2019/05/15|18:27:24,猪腰 浩司,2019/05/15|18:27:24
LI00000057,1,[テイルズ オブ シリーズ]バレンタインプリマカロン6個セット2019(C),2019/01/30|00:00:00,2000,5,100,27,2700,73,,,0,猪腰 浩司,2019/05/15|18:27:24,猪腰 浩司,2019/05/15|18:27:24
LI00000058,1,ドルアーガーの塔　Tシャツ,2019/04/13|00:00:00,4000,5,200,100,20000,74,,,0,猪腰 浩司,2019/05/21|11:09:47,猪腰 浩司,2019/05/21|11:09:47
LI00000058,2,ドルアーガーの塔　ドットTシャツ,2019/04/13|00:00:00,4000,5,200,100,20000,74,,,0,猪腰 浩司,2019/05/21|11:09:47,猪腰 浩司,2019/05/21|11:09:47
LI00000058,3,ドルアーガーの塔　ロゴ刺繍キャップ,2019/04/13|00:00:00,5900,5,295,50,14750,74,,,0,猪腰 浩司,2019/05/21|11:09:47,猪腰 浩司,2019/05/21|11:09:47
LI00000058,4,ドルアーガーの塔　トートバッグ,2019/04/13|00:00:00,2500,5,125,100,12500,74,,,0,猪腰 浩司,2019/05/21|11:09:47,猪腰 浩司,2019/05/21|11:09:47
LI00000058,5,ドルアーガーの塔　ドットミニアクリルスタンド,2019/04/13|00:00:00,374,5,19,1000,18700,74,,,0,猪腰 浩司,2019/05/21|11:09:47,猪腰 浩司,2019/05/21|11:09:47
LI00000059,1,ちゅんコレ　アイドルマスター SideM「DRAMATIC STARS」Part.2 セット,2019/03/15|00:00:00,3519,5,176,197,34663,73,,,0,猪腰 浩司,2019/05/20|17:57:23,猪腰 浩司,2019/05/20|17:57:23
LI00000059,2,ちゅんコレ　アイドルマスター SideM「Beit」Part.2 セット,2019/03/15|00:00:00,3519,5,176,234,41173,73,,,0,猪腰 浩司,2019/05/20|17:57:23,猪腰 浩司,2019/05/20|17:57:23
LI00000059,3,アイドルマスター SideM　渡辺みのりのリボンバッグチャーム,2019/03/15|00:00:00,1667,5,83,450,37508,73,,,0,猪腰 浩司,2019/05/20|17:57:23,猪腰 浩司,2019/05/20|17:57:23
LI00000059,4,アイドルマスター SideM　きせきの魔法のぞミラ♪メロディ～ミラクルLIVE～バッグチャーム,2019/03/15|00:00:00,1667,5,83,450,37508,73,,,0,猪腰 浩司,2019/05/20|17:57:23,猪腰 浩司,2019/05/20|17:57:23
LI00000059,5,アイドルマスター SideM　ポーチ2個セット「Legenders」,2019/03/15|00:00:00,2315,5,116,300,34725,73,,,0,猪腰 浩司,2019/05/20|17:57:23,猪腰 浩司,2019/05/20|17:57:23
LI00000060,1,ちゅんコレ　アイドルマスター SideM「天道 輝」Part.2,2019/06/29|00:00:00,1200,5,60,303,18180,73,,,0,猪腰 浩司,2019/05/20|17:59:55,猪腰 浩司,2019/05/20|17:59:55
LI00000060,2,ちゅんコレ　アイドルマスター SideM「桜庭 薫」Part.2,2019/06/29|00:00:00,1200,5,60,303,18180,73,,,0,猪腰 浩司,2019/05/20|17:59:55,猪腰 浩司,2019/05/20|17:59:55
LI00000060,3,ちゅんコレ　アイドルマスター SideM「柏木 翼」Part.2,2019/06/29|00:00:00,1200,5,60,303,18180,73,,,0,猪腰 浩司,2019/05/20|17:59:55,猪腰 浩司,2019/05/20|17:59:55
LI00000060,4,ちゅんコレ　アイドルマスター SideM「鷹城 恭二」Part.2,2019/06/29|00:00:00,1200,5,60,266,15960,73,,,0,猪腰 浩司,2019/05/20|17:59:55,猪腰 浩司,2019/05/20|17:59:55
LI00000060,5,ちゅんコレ　アイドルマスター SideM「ピエール」Part.2,2019/06/29|00:00:00,1200,5,60,266,15960,73,,,0,猪腰 浩司,2019/05/20|17:59:55,猪腰 浩司,2019/05/20|17:59:55
LI00000060,6,ちゅんコレ　アイドルマスター SideM「渡辺 みのり」Part.2,2019/06/29|00:00:00,1200,5,60,266,15960,73,,,0,猪腰 浩司,2019/05/20|17:59:55,猪腰 浩司,2019/05/20|17:59:55
LI00000061,1,ネコメンズアクリルキーホルダー,,800,5,40,829,33160,74,,,0,杉村 美冴,2019/07/24|11:10:29,杉村 美冴,2019/07/24|11:10:29
LI00000061,2,ネコメンズ54㎜缶バッジ,,400,5,20,470,9400,74,,,0,猪腰 浩司,2019/03/25|15:15:01,猪腰 浩司,2019/03/25|15:15:01
LI00000062,1,えふぉるめ　アイドルマスター SideM キメっ！と　アクリルボールチェーン　「Cybernetics Wars～機械仕掛けの反逆者～」,2019/03/22|00:00:00,600,5,30,1296,38880,73,,,0,杉村 美冴,2019/05/20|17:13:27,杉村 美冴,2019/05/20|17:13:27
LI00000063,1,和紙風スタンド缶バッジ Vol.1,2019/03/23|00:00:00,500,5,25,176,4400,73,,,0,猪腰 浩司,2019/05/17|14:28:44,猪腰 浩司,2019/05/17|14:28:44
LI00000064,1,とびきゃらトレーディングアクリルキーホルダーCute　Vol、2,2019/01/31|00:00:00,600,5,30,990,29700,73,,,0,杉村 美冴,2019/08/08|16:00:22,杉村 美冴,2019/08/08|16:00:22
LI00000064,2,とびきゃらトレーディングアクリルキーホルダーCool　Vol、2,2019/01/31|00:00:00,600,5,30,1143,34290,73,,,0,杉村 美冴,2019/08/08|16:00:22,杉村 美冴,2019/08/08|16:00:22
LI00000064,3,とびきゃらトレーディングアクリルキーホルダーPassion　Vol、2,2019/01/31|00:00:00,600,5,30,900,27000,73,,,0,杉村 美冴,2019/08/08|16:00:22,杉村 美冴,2019/08/08|16:00:22
LI00000065,1,トレーディングアクリルキーホルダーvol、2,2019/02/28|00:00:00,600,5,30,1400,42000,73,,,0,杉村 美冴,2019/08/08|16:00:10,杉村 美冴,2019/08/08|16:00:10
LI00000066,1,CINDERELLA GIRLS プロデューサースタイル,2015/11/28|00:00:00,3241,5,162,2038,330258,73,,,0,猪腰 浩司,2019/06/24|14:00:29,猪腰 浩司,2019/06/24|14:00:29
LI00000067,1,スターリング プリンセス 島村 卯月,2019/03/09|00:00:00,18518,7,1296,1,1297,,,,0,猪腰 浩司,2019/03/25|16:14:37,猪腰 浩司,2019/03/25|16:14:37
LI00000068,1,ディープスカイ ブレイズ,2019/03/09|00:00:00,18518,7,1296,1,1297,,,,0,猪腰 浩司,2019/03/25|16:14:46,猪腰 浩司,2019/03/25|16:14:46
LI00000068,2,パーティータイムゴールド 島村卯月,2019/03/09|00:00:00,18518,7,1296,2,2593,,,,0,猪腰 浩司,2019/03/25|16:14:46,猪腰 浩司,2019/03/25|16:14:46
LI00000068,3,ネクスト・フロンティア,2019/03/09|00:00:00,18518,7,1296,4,5186,,,,0,猪腰 浩司,2019/03/25|16:14:46,猪腰 浩司,2019/03/25|16:14:46
LI00000068,4,アクロス・ザ・スターズ 橘ありす,2019/03/09|00:00:00,21204,7,1484,20,29686,,,,0,猪腰 浩司,2019/03/25|16:14:46,猪腰 浩司,2019/03/25|16:14:46
LI00000069,1,ヌーベル・トリコロール,2019/03/09|00:00:00,21204,7,1484,20,29686,,,,0,猪腰 浩司,2019/03/25|16:14:55,猪腰 浩司,2019/03/25|16:14:55
LI00000070,1,アイドルマスター SideM ゴムブレスレット　「High Joker」えふぉるめブロマイド5枚付,2019/03/15|00:00:00,1600,5,80,200,16000,73,,,0,杉村 美冴,2019/05/20|17:13:58,杉村 美冴,2019/05/20|17:13:58
LI00000070,2,アイドルマスター SideM ゴムブレスレット　「Jupiter」えふぉるめブロマイド3枚付,2019/03/15|00:00:00,1600,5,80,200,16000,73,,,0,杉村 美冴,2019/05/20|17:14:06,杉村 美冴,2019/05/20|17:14:06
LI00000070,3,アイドルマスター SideM ゴムブレスレット　「Beit」えふぉるめブロマイド3枚付,2019/03/15|00:00:00,1600,5,80,200,16000,73,,,0,杉村 美冴,2019/05/20|17:14:12,杉村 美冴,2019/05/20|17:14:12
LI00000071,1,甘党会 スイーツキーホルダー,2019/03/15|00:00:00,3889,5,194,400,77780,73,,,0,猪腰 浩司,2019/05/20|17:14:22,猪腰 浩司,2019/05/20|17:14:22
LI00000071,2,High×Joker スカーフチャーム,2019/03/15|00:00:00,2315,5,116,500,57875,73,,,0,猪腰 浩司,2019/05/20|17:14:22,猪腰 浩司,2019/05/20|17:14:22
LI00000071,3,AP缶コーヒー風ウェットティッシュ,2019/03/15|00:00:00,1667,5,83,300,25005,73,,,0,猪腰 浩司,2019/05/20|17:14:22,猪腰 浩司,2019/05/20|17:14:22
LI00000071,4,サタン お昼寝まくら,2019/03/15|00:00:00,5092,5,255,350,89110,73,,,0,猪腰 浩司,2019/05/20|17:14:22,猪腰 浩司,2019/05/20|17:14:22
LI00000072,1,THE 虎牙道 杓子ストラップセット,2019/03/15|00:00:00,2315,5,116,400,46300,73,,,0,猪腰 浩司,2019/05/20|17:15:05,猪腰 浩司,2019/05/20|17:15:05
LI00000073,1,えふぉるめ　アイドルマスター SideM キメっ！と　缶バッジ　「華符演舞祭」,2019/03/15|00:00:00,350,5,18,2160,37800,73,,,0,杉村 美冴,2019/05/20|17:12:28,杉村 美冴,2019/05/20|17:12:28
LI00000073,2,えふぉるめ　アイドルマスター SideM キメっ！と缶バッジ　「Cybernetics Wars」,2019/03/15|00:00:00,350,5,18,2160,37800,73,,,0,杉村 美冴,2019/05/20|17:12:59,杉村 美冴,2019/05/20|17:12:59
LI00000074,1,LIVE ON ST@GE!　トレーディング缶バッジ　type:フィジカル,2019/03/15|00:00:00,350,5,18,4900,85750,73,,,0,杉村 美冴,2019/05/16|18:01:45,杉村 美冴,2019/05/16|18:01:45
LI00000074,2,LIVE ON ST@GE!　トレーディング缶バッジ　type:インテリ,2019/03/15|00:00:00,350,5,18,5950,104125,73,,,0,杉村 美冴,2019/05/16|18:02:11,杉村 美冴,2019/05/16|18:02:11
LI00000074,3,LIVE ON ST@GE!　トレーディング缶バッジ　type:メンタル,2019/03/15|00:00:00,350,5,18,5250,91875,73,,,0,杉村 美冴,2019/05/16|18:02:21,杉村 美冴,2019/05/16|18:02:21
LI00000074,4,葛之葉雨彦のブレスレット,2019/03/15|00:00:00,6800,5,340,100,34000,73,,,0,杉村 美冴,2019/05/16|18:02:32,杉村 美冴,2019/05/16|18:02:32
LI00000074,5,A4クリアファイル　Cybernetics Wars ～機械仕掛けの反逆者～,2019/03/15|00:00:00,400,5,20,2000,40000,73,,,0,杉村 美冴,2019/05/16|18:02:49,杉村 美冴,2019/05/16|18:02:49
LI00000074,6,A4クリアファイル　Cybernetics Wars ZERO ～願いを宿す機械の子～,2019/03/15|00:00:00,400,5,20,2000,40000,73,,,0,杉村 美冴,2019/05/16|18:02:49,杉村 美冴,2019/05/16|18:02:49
LI00000076,1,くまっち フルカラーサコッシュ,2019/03/15|00:00:00,2000,5,100,300,30000,73,,,0,猪腰 浩司,2019/05/16|14:15:09,猪腰 浩司,2019/05/16|14:15:09
LI00000076,2,カエール フルカラーサコッシュ,2019/03/15|00:00:00,2000,5,100,300,30000,73,,,0,杉村 美冴,2019/05/20|13:43:26,杉村 美冴,2019/05/20|13:43:26
LI00000077,1,にゃこ ラージトート,2019/03/15|00:00:00,1800,5,90,200,18000,73,,,0,猪腰 浩司,2019/05/16|14:15:09,猪腰 浩司,2019/05/16|14:15:09
LI00000078,1,トレーディングラバーチャーム　第3弾,2019/03/15|00:00:00,556,4,22,3300,73392,73,,,0,杉村 美冴,2019/05/21|13:36:31,杉村 美冴,2019/05/21|13:36:31
LI00000078,2,トレーディングラバーチャーム　第4弾,2019/03/15|00:00:00,556,4,22,3600,80064,73,,,0,杉村 美冴,2019/05/21|13:36:49,杉村 美冴,2019/05/21|13:36:49
LI00000079,1,ぱぺっとチャーム　紅井朱雀,2019/03/15|00:00:00,1389,4,56,700,38892,73,,,0,杉村 美冴,2019/05/21|13:33:06,杉村 美冴,2019/05/21|13:33:06
LI00000079,3,ぱぺっとチャーム　アスランBBⅡ世,2019/03/15|00:00:00,1389,4,56,800,44448,73,,,0,杉村 美冴,2019/05/21|13:33:06,杉村 美冴,2019/05/21|13:33:06
LI00000079,4,ぱぺっとチャーム　神谷幸広,2019/03/15|00:00:00,1389,4,56,700,38892,73,,,0,杉村 美冴,2019/05/21|13:33:06,杉村 美冴,2019/05/21|13:33:06
LI00000079,5,ぱぺっとチャーム　東雲荘一郎,2019/03/15|00:00:00,1389,4,56,900,50004,73,,,0,杉村 美冴,2019/05/21|13:33:06,杉村 美冴,2019/05/21|13:33:06
LI00000079,6,ぱぺっとチャーム　水嶋咲,2019/03/15|00:00:00,1389,4,56,700,38892,73,,,0,杉村 美冴,2019/05/21|13:33:06,杉村 美冴,2019/05/21|13:33:06
LI00000079,7,ぱぺっとチャーム　卯月巻緒,2019/03/15|00:00:00,1389,4,56,800,44448,73,,,0,杉村 美冴,2019/05/21|13:33:06,杉村 美冴,2019/05/21|13:33:06
LI00000080,1,「アイドルマスター シンデレラガールズ WILD WIND GIRL Burning Road」⑥巻オリジナルCD付き特装版,2019/03/08|00:00:00,1830,4,73,23000,1683600,,,,0,猪腰 浩司,2019/05/15|18:45:29,猪腰 浩司,2019/05/15|18:45:29
LI00000080,2,「アイドルマスター シンデレラガールズ WILD WIND GIRL Burning Road」⑥巻（通常版）,2019/03/08|00:00:00,630,4,25,7000,176400,,,,0,猪腰 浩司,2019/05/15|18:45:29,猪腰 浩司,2019/05/15|18:45:29
LI00000080,3,「アイドルマスター シンデレラガールズ WILD WIND GIRL Burning Road」⑥巻（電子書籍版）,2019/03/08|00:00:00,600,6,36,,,,,,0,猪腰 浩司,2019/05/15|18:45:29,猪腰 浩司,2019/05/15|18:45:29
LI00000081,1,GashaPortraitsアイドルマスター　シンデレラガールズ03,,463,4,19,1080,20002,73,,,0,猪腰 浩司,2019/05/29|17:52:01,猪腰 浩司,2019/05/29|17:52:01
LI00000081,2,GashaPortraitsアイドルマスター　シンデレラガールズ03【箱売】,2019/03/01|00:00:00,500,4,20,450,9000,73,,,0,猪腰 浩司,2019/05/29|17:52:01,猪腰 浩司,2019/05/29|17:52:01
LI00000084,1,GashaPortraitsアイドルマスター　シンデレラガールズ03,2019/03/01|00:00:00,463,4,19,33720,624495,73,,,0,猪腰 浩司,2019/05/29|17:54:19,猪腰 浩司,2019/05/29|17:54:19
LI00000084,2,GashaPortraitsアイドルマスター　シンデレラガールズ03【箱売】,2019/03/01|00:00:00,500,4,20,8820,176400,73,,,0,猪腰 浩司,2019/05/29|17:54:19,猪腰 浩司,2019/05/29|17:54:19
LI00000085,1,アイドルマスター シンデレラガールズ　シンデレラガールズ劇場（10）,2019/03/27|00:00:00,920,10,92,13985,1286620,,,,0,猪腰 浩司,2019/05/20|18:38:18,猪腰 浩司,2019/05/20|18:38:18
LI00000085,2,シンデレラガールズ劇場（10）素材制作費,2019/03/27|00:00:00,,,,,150000,,,,0,杉村 美冴,2019/10/23|17:15:08,杉村 美冴,2019/10/23|17:15:08
LI00000086,1,アイドルマスター SideM 理由あってMini! 握野英雄のサメぬいぐるみマスコット～アクリルチャーム付き～,2019/03/15|00:00:00,1852,5,93,800,74080,73,,,0,猪腰 浩司,2019/05/30|21:04:36,猪腰 浩司,2019/05/30|21:04:36
LI00000086,2,アイドルマスター SideM 理由あってMini! DRAMATIC STARSのピクニックセット,2019/03/15|00:00:00,3426,5,171,600,102780,73,,,0,猪腰 浩司,2019/05/30|21:04:36,猪腰 浩司,2019/05/30|21:04:36
LI00000087,1,アイドルマスター SideM トレーディング缶バッジ -バレンタインデーライブ2015&ホワイトデーライブ2015-,2019/03/15|00:00:00,350,5,18,7500,131250,73,,,0,猪腰 浩司,2019/06/18|16:50:31,猪腰 浩司,2019/06/18|16:50:31
LI00000087,2,アイドルマスター SideM トレーディング缶バッジ -キャンパスフェスティバル2014&きらきらお月見Night2015-,2019/03/15|00:00:00,350,5,18,4000,70000,73,,,0,猪腰 浩司,2019/06/18|16:50:31,猪腰 浩司,2019/06/18|16:50:31
LI00000088,1,アイドルマスター SideM SideMini デカアクリルキーホルダー グローリーモノクローム 第3弾　13種,,1200,5,60,740,44400,73,,,0,猪腰 浩司,2019/05/16|17:49:58,猪腰 浩司,2019/05/16|17:49:58
LI00000088,2,アイドルマスター SideM SideMini ハート缶バッジ グローリーモノクローム 第3弾　13種,,450,5,22,956,21510,73,,,0,猪腰 浩司,2019/05/16|17:49:58,猪腰 浩司,2019/05/16|17:49:58
LI00000088,3,アイドルマスター SideM ビッグタオル 天道 輝,2019/03/15|00:00:00,6000,5,300,100,30000,73,,,0,杉村 美冴,2019/06/11|18:06:47,杉村 美冴,2019/06/11|18:06:47
LI00000088,4,アイドルマスター SideM ビッグ缶バッジ WORLD TRE@SURE ハワイ3種,2019/03/15|00:00:00,600,5,30,600,18000,73,,,0,杉村 美冴,2019/06/14|13:53:59,杉村 美冴,2019/06/14|13:53:59
LI00000088,5,アイドルマスター SideM ぬいぐるみ 舞田 類 グローリーモノクロームver.,2019/03/15|00:00:00,3800,5,190,480,91200,73,,,0,猪腰 浩司,2019/05/16|17:49:58,猪腰 浩司,2019/05/16|17:49:58
LI00000088,6,アイドルマスター SideM ぬいぐるみ 硲 道夫 グローリーモノクロームver.,2019/03/15|00:00:00,3800,5,190,480,91200,73,,,0,猪腰 浩司,2019/05/16|17:49:58,猪腰 浩司,2019/05/16|17:49:58
LI00000088,7,アイドルマスター SideM ぬいぐるみ 山下次郎 グローリーモノクロームver.,2019/03/15|00:00:00,3800,5,190,480,91200,73,,,0,猪腰 浩司,2019/05/16|17:49:58,猪腰 浩司,2019/05/16|17:49:58
LI00000089,1,アイドルマスター SideM ホログラム缶バッジ Ver.インテリ,2019/03/15|00:00:00,500,5,25,8245,206125,73,,,0,猪腰 浩司,2019/05/20|18:29:38,猪腰 浩司,2019/05/20|18:29:38
