kyodaku_id,kyodaku_edaban,shohin_mei,hatsubai_bi,zeinuki_jodai,ryoritsu,siyoryo,saiteihosho_su_shinseisu,saiteihosho_su_kyodakuryo,shoshi,mihon_suryo,hanbai_chiiki,sakujo_flg,touroku_sha,touroku_bi,koushin_sha,koushin_bi
LI00001969,4,Pitanuimode ﾃｨﾎﾟぽんちょ,2020/06/15|00:00:00,1500,5,75,505,37875,73,,,0,杉村 美冴,2020/07/21|16:40:04,杉村 美冴,2020/07/21|16:40:04
LI00001969,5,Pitanuimode ﾉﾙﾐﾝぽんちょ,2020/06/15|00:00:00,1500,5,75,505,37875,73,,,0,杉村 美冴,2020/07/21|16:40:04,杉村 美冴,2020/07/21|16:40:04
LI00001969,6,トレーディングアクリルスキットコレクション テイルズ オブ シリーズ vol.1,2020/06/15|00:00:00,700,5,35,6024,210840,73,,,0,杉村 美冴,2020/07/21|16:46:03,杉村 美冴,2020/07/21|16:46:03
LI00001969,7,トレーディングアクリルスキットコレクション テイルズ オブ シリーズ vol.2,2020/06/15|00:00:00,700,5,35,6024,210840,73,,,0,杉村 美冴,2020/07/21|16:46:03,杉村 美冴,2020/07/21|16:46:03
LI00001969,8,トレーディングアクリルスキットコレクション テイルズ オブ シリーズ vol.3,2020/06/15|00:00:00,700,5,35,6024,210840,73,,,0,杉村 美冴,2020/07/21|16:46:03,杉村 美冴,2020/07/21|16:46:03
LI00001969,9,特典　ぴたぬい名札缶バッジ,2020/06/15|00:00:00,72,10,7,4606,33164,73,,,0,杉村 美冴,2020/07/21|16:46:03,杉村 美冴,2020/07/21|16:46:03
LI00001969,10,特典　ショッパー,2020/06/15|00:00:00,141,10,14,2000,28200,73,,,0,杉村 美冴,2020/07/21|16:46:03,杉村 美冴,2020/07/21|16:46:03
LI00001970,1,【アニメイト限定】『テイルズ オブ』シリーズ アクリルスタンド～コスチュームチェンジVer.～A.スレイ,,1200,5,60,310,18600,73,,,0,杉村 美冴,2020/07/21|18:33:23,杉村 美冴,2020/07/21|18:33:23
LI00001970,2,【アニメイト限定】『テイルズ オブ』シリーズ アクリルスタンド～コスチュームチェンジVer.～B.ミクリオ,,1200,5,60,310,18600,73,,,0,杉村 美冴,2020/07/21|18:33:23,杉村 美冴,2020/07/21|18:33:23
LI00001970,3,【アニメイト限定】『テイルズ オブ』シリーズ アクリルスタンド～コスチュームチェンジVer.～C.エドナ,,1200,5,60,220,13200,73,,,0,杉村 美冴,2020/07/21|18:33:23,杉村 美冴,2020/07/21|18:33:23
LI00001970,4,【アニメイト限定】『テイルズ オブ』シリーズ アクリルスタンド～コスチュームチェンジVer.～D.アスベル・ラント,,1200,5,60,200,12000,73,,,0,杉村 美冴,2020/07/21|18:33:23,杉村 美冴,2020/07/21|18:33:23
LI00001970,5,【アニメイト限定】『テイルズ オブ』シリーズ アクリルスタンド～コスチュームチェンジVer.～E.パスカル,,1200,5,60,120,7200,73,,,0,杉村 美冴,2020/07/21|18:33:23,杉村 美冴,2020/07/21|18:33:23
LI00001970,6,【アニメイト限定】『テイルズ オブ』シリーズ アクリルスタンド～コスチュームチェンジVer.～F.ユーリ・ローウェル,,1200,5,60,420,25200,73,,,0,杉村 美冴,2020/07/21|18:33:23,杉村 美冴,2020/07/21|18:33:23
LI00001970,7,【アニメイト限定】『テイルズ オブ』シリーズ アクリルスタンド～コスチュームチェンジVer.～G.フレン・シーフォ,,1200,5,60,300,18000,73,,,0,杉村 美冴,2020/07/21|18:33:23,杉村 美冴,2020/07/21|18:33:23
LI00001970,8,【アニメイト限定】『テイルズ オブ』シリーズ アクリルスタンド～コスチュームチェンジVer.～H.ゼロス・ワイルダー,,1200,5,60,270,16200,73,,,0,杉村 美冴,2020/07/21|18:33:23,杉村 美冴,2020/07/21|18:33:23
LI00001973,1,"【アニメイト限定】『テイルズ オブ』シリーズ ビジュアルカラースタンドBIG 第2弾
A.リオン・マグナス",,1164,5,58,310,18042,73,,,0,杉村 美冴,2020/07/21|18:33:38,杉村 美冴,2020/07/21|18:33:38
LI00001973,2,"【アニメイト限定】『テイルズ オブ』シリーズ ビジュアルカラースタンドBIG 第2弾
B.ルーク・フォン・ファブレ",,1164,5,58,250,14550,73,,,0,杉村 美冴,2020/07/21|18:33:38,杉村 美冴,2020/07/21|18:33:38
LI00001973,3,"【アニメイト限定】『テイルズ オブ』シリーズ ビジュアルカラースタンドBIG 第2弾
C.ユーリ・ローウェル",,1164,5,58,400,23280,73,,,0,杉村 美冴,2020/07/21|18:33:38,杉村 美冴,2020/07/21|18:33:38
LI00001973,4,"【アニメイト限定】『テイルズ オブ』シリーズ ビジュアルカラースタンドBIG 第2弾
D.アスベル・ラント",,1164,5,58,180,10476,73,,,0,杉村 美冴,2020/07/21|18:33:38,杉村 美冴,2020/07/21|18:33:38
LI00001973,5,"【アニメイト限定】『テイルズ オブ』シリーズ ビジュアルカラースタンドBIG 第2弾
E.ルドガー・ウィル・クルスニク",,1164,5,58,270,15714,73,,,0,杉村 美冴,2020/07/21|18:33:38,杉村 美冴,2020/07/21|18:33:38
LI00001973,6,"【アニメイト限定】『テイルズ オブ』シリーズ ビジュアルカラースタンドBIG 第2弾
F.スレイ",,1164,5,58,190,11058,73,,,0,杉村 美冴,2020/07/21|18:33:38,杉村 美冴,2020/07/21|18:33:38
LI00001973,7,"【アニメイト限定】『テイルズ オブ』シリーズ ビジュアルカラースタンドBIG 第2弾
G.ミクリオ",,1164,5,58,180,10476,73,,,0,杉村 美冴,2020/07/21|18:33:38,杉村 美冴,2020/07/21|18:33:38
LI00001973,8,"【アニメイト限定】『テイルズ オブ』シリーズ ビジュアルカラースタンドBIG 第2弾
H.アイゼン",,1164,5,58,220,12804,73,,,0,杉村 美冴,2020/07/21|18:33:39,杉村 美冴,2020/07/21|18:33:39
LI00001976,1,【アニメイト限定】『テイルズ オブ』シリーズ 合皮フラットポーチ A.リオン・マグナス,,1500,5,75,230,17250,73,,,0,杉村 美冴,2020/07/21|18:32:08,杉村 美冴,2020/07/21|18:32:08
LI00001976,2,【アニメイト限定】『テイルズ オブ』シリーズ 合皮フラットポーチ B.ルーク・フォン・ファブレ,,1500,5,75,220,16500,73,,,0,杉村 美冴,2020/07/21|18:32:08,杉村 美冴,2020/07/21|18:32:08
LI00001976,3,【アニメイト限定】『テイルズ オブ』シリーズ 合皮フラットポーチ C.ユーリ・ローウェル,,1500,5,75,280,21000,73,,,0,杉村 美冴,2020/07/21|18:32:08,杉村 美冴,2020/07/21|18:32:08
LI00001976,4,【アニメイト限定】『テイルズ オブ』シリーズ 合皮フラットポーチ D.アスベル・ラント,,1500,5,75,170,12750,73,,,0,杉村 美冴,2020/07/21|18:32:08,杉村 美冴,2020/07/21|18:32:08
LI00001976,5,【アニメイト限定】『テイルズ オブ』シリーズ 合皮フラットポーチ E.ルドガー・ウィル・クルスニク,,1500,5,75,220,16500,73,,,0,杉村 美冴,2020/07/21|18:32:08,杉村 美冴,2020/07/21|18:32:08
LI00001976,6,【アニメイト限定】『テイルズ オブ』シリーズ 合皮フラットポーチ F.スレイ,,1500,5,75,190,14250,73,,,0,杉村 美冴,2020/07/21|18:32:08,杉村 美冴,2020/07/21|18:32:08
LI00001976,7,【アニメイト限定】『テイルズ オブ』シリーズ 合皮フラットポーチ G.ミクリオ,,1500,5,75,170,12750,73,,,0,杉村 美冴,2020/07/21|18:32:08,杉村 美冴,2020/07/21|18:32:08
LI00001976,8,【アニメイト限定】『テイルズ オブ』シリーズ 合皮フラットポーチ H.アイゼン,,1500,5,75,220,16500,73,,,0,杉村 美冴,2020/07/21|18:32:08,杉村 美冴,2020/07/21|18:32:08
LI00001979,1,【TOF2020先行】『テイルズ オブ』シリーズ お手紙セット,,2273,5,114,1038,117969,73,,,0,杉村 美冴,2020/07/21|18:21:27,杉村 美冴,2020/07/21|18:21:27
LI00001982,1,【TOF2020先行】『テイルズ オブ』シリーズ ゆらゆらチャームセット～エドナ＆アイゼン～,,1273,5,64,620,39463,73,,,0,杉村 美冴,2020/07/21|18:32:51,杉村 美冴,2020/07/21|18:32:51
LI00001983,1,腕輪バングル,2020/08/25|00:00:00,45000,5,2250,27,60750,74,,,0,飯田 睦生,2020/07/27|18:15:14,飯田 睦生,2020/07/27|18:15:14
LI00001985,1,THE IDOLM@STER SHINY COLORS GR@DATE WING 01 Tシャツ（S）,2020/06/12|00:00:00,2727,4,109,25,2727,73,,,0,飯田 睦生,2020/07/27|18:22:05,飯田 睦生,2020/07/27|18:22:05
LI00001985,2,THE IDOLM@STER SHINY COLORS GR@DATE WING 01 Tシャツ（M）,2020/06/12|00:00:00,2727,4,109,73,7963,73,,,0,飯田 睦生,2020/07/27|18:22:05,飯田 睦生,2020/07/27|18:22:05
LI00001985,3,THE IDOLM@STER SHINY COLORS GR@DATE WING 01 Tシャツ（L）,2020/06/12|00:00:00,2727,4,109,121,13199,73,,,0,飯田 睦生,2020/07/27|18:22:05,飯田 睦生,2020/07/27|18:22:05
LI00001985,4,THE IDOLM@STER SHINY COLORS GR@DATE WING 01 Tシャツ（XL）,2020/06/12|00:00:00,2727,4,109,73,7963,73,,,0,飯田 睦生,2020/07/27|18:22:05,飯田 睦生,2020/07/27|18:22:05
LI00001985,5,THE IDOLM@STER SHINY COLORS GR@DATE WING 01 マフラータオル,2020/06/12|00:00:00,1364,4,55,240,13095,73,,,0,飯田 睦生,2020/07/27|18:22:17,飯田 睦生,2020/07/27|18:22:17
LI00001985,6,THE IDOLM@STER SHINY COLORS GR@DATE WING 01 ジャケットアクリルキーホルダー,2020/06/12|00:00:00,1091,4,44,326,14227,73,,,0,飯田 睦生,2020/07/27|18:22:28,飯田 睦生,2020/07/27|18:22:28
LI00001985,7,THE IDOLM@STER SHINY COLORS GR@DATE WING 01 ジャケットート,2020/06/12|00:00:00,1818,4,73,117,8509,73,,,0,飯田 睦生,2020/07/27|18:22:35,飯田 睦生,2020/07/27|18:22:35
LI00001986,1,アイドルマスター シンデレラガールズ スペシャルポスターvol.4,2020/08/28|00:00:00,728,4,29,6680,194522,73,,,0,飯田 睦生,2020/07/27|18:33:42,飯田 睦生,2020/07/27|18:33:42
LI00001987,1,アニメ『A3!』×太鼓の達人 スタンド付きアクリルプレート,2020/08/07|00:00:00,640,3,19,6636,127412,73,,,0,飯田 睦生,2020/07/27|18:33:23,飯田 睦生,2020/07/27|18:33:23
LI00001988,1,アニメ『A3!』×太鼓の達人 ホログラム缶バッジ,2020/08/07|00:00:00,320,3,10,13272,127412,73,,,0,飯田 睦生,2020/07/27|18:33:14,飯田 睦生,2020/07/27|18:33:14
LI00001989,1,A3!ｘパックマンコラボ,2020/08/01|00:00:00,,,0,,4000000,,,,0,飯田 睦生,2020/07/27|18:36:39,飯田 睦生,2020/07/27|18:36:39
LI00001990,1,ALL ABOUT namco,2020/08/08|00:00:00,4300,5,215,3500,752500,,,,0,飯田 睦生,2020/07/27|18:37:10,飯田 睦生,2020/07/27|18:37:10
LI00001991,1,ACECOMBATオリジナル MA-1,2020/10/30|00:00:00,27000,5,1350,,0,73,,,0,飯田 睦生,2020/07/27|18:39:42,飯田 睦生,2020/07/27|18:39:42
LI00001991,2,ACECOMBATオリジナル Tシャツ,2020/06/30|00:00:00,3600,5,180,,0,73,,,0,飯田 睦生,2020/07/27|18:39:38,飯田 睦生,2020/07/27|18:39:38
LI00001992,1,神酒ノ尊 テーマソングCD －春夏秋冬、宵の宴－,2020/07/24|00:00:00,1500,19,261,500,130500,,,,0,杉村 美冴,2020/07/21|17:39:00,杉村 美冴,2020/07/21|17:39:00
LI00001992,2,神酒ノ尊 テーマソングCD －春夏秋冬、宵の宴－　ステラワース特典 L判ブロマイド,2020/07/24|00:00:00,7,10,1,10,7,,,,0,杉村 美冴,2020/07/21|17:38:48,杉村 美冴,2020/07/21|17:38:48
LI00001993,1,"ﾃｲﾙｽﾞｵﾌﾞﾌｪｽﾃｨﾊﾞﾙ2020 HP&TP回復ｸﾞﾐ
ﾎﾜｲﾄ　(ﾛｲﾄﾞ、ﾙﾋﾞｱ、ﾋｭｰﾊﾞｰﾄ、ｽﾚｲ、ﾍﾞﾙﾍﾞｯﾄ、ﾗｲﾌｨｾｯﾄ、ｶﾅﾀ)",2020/06/15|00:00:00,1000,5,50,650,32500,73,,,0,飯田 睦生,2020/07/20|18:18:33,飯田 睦生,2020/07/20|18:18:33
LI00001993,2,"ﾃｲﾙｽﾞｵﾌﾞﾌｪｽﾃｨﾊﾞﾙ2020 HP&TP回復ｸﾞﾐ
ｲｴﾛｰ　(ｸﾗﾄｽ、ﾙｰｸ、ｶｲｳｽ、ﾘﾀ、ﾗｲﾗ、ｻﾞﾋﾞｰﾀﾞ、ｱｲｾﾞﾝ、ﾐｾﾞﾗ)",2020/06/15|00:00:00,1000,5,50,700,35000,73,,,0,飯田 睦生,2020/07/20|18:18:33,飯田 睦生,2020/07/20|18:18:33
LI00001993,3,"ﾃｲﾙｽﾞｵﾌﾞﾌｪｽﾃｨﾊﾞﾙ2020 HP&TP回復ｸﾞﾐ
ﾌﾞﾙｰ　(ﾐﾝﾄ、しいな、ｾﾞﾛｽ、ﾕｰﾘ、ﾚｲｳﾞﾝ、ﾏﾘｸ、ｴﾄﾞﾅ、ｴﾚﾉｱ)",2020/06/15|00:00:00,1000,5,50,650,32500,73,,,0,飯田 睦生,2020/07/20|18:18:33,飯田 睦生,2020/07/20|18:18:33
LI00001998,1,"テイルズ オブ フェスティバル 2020 アクリルジオラマ Vol,1",2020/06/15|00:00:00,2000,5,100,180,18000,73,,,0,杉村 美冴,2020/07/27|12:24:11,杉村 美冴,2020/07/27|12:24:11
LI00001998,2,"テイルズ オブ フェスティバル 2020 アクリルジオラマ Vol,2",2020/06/15|00:00:00,2000,5,100,195,19500,73,,,0,杉村 美冴,2020/07/27|12:24:11,杉村 美冴,2020/07/27|12:24:11
LI00001998,3,"テイルズ オブ フェスティバル 2020 アクリルジオラマ Vol,3",2020/06/15|00:00:00,2000,5,100,180,18000,73,,,0,杉村 美冴,2020/07/27|12:24:11,杉村 美冴,2020/07/27|12:24:11
LI00001998,4,"テイルズ オブ フェスティバル 2020 アクリルジオラマ Vol,4",2020/06/15|00:00:00,2000,5,100,180,18000,73,,,0,杉村 美冴,2020/07/27|12:24:11,杉村 美冴,2020/07/27|12:24:11
LI00002001,1,テイルズ オブ フェスティバル 2020 缶バッジ コレクション Vol.1,2020/06/15|00:00:00,300,5,15,3278,49170,73,,,0,杉村 美冴,2020/07/27|12:25:20,杉村 美冴,2020/07/27|12:25:20
LI00002001,2,テイルズ オブ フェスティバル 2020 缶バッジ コレクション Vol.2,2020/06/15|00:00:00,300,5,15,3588,53820,73,,,0,杉村 美冴,2020/07/27|12:25:27,杉村 美冴,2020/07/27|12:25:27
LI00002004,1,テイルズ オブ フェスティバル 2020 共演記念ラバーストラップ ロイド & クラトス,2020/06/15|00:00:00,1200,5,60,375,22500,73,,,0,杉村 美冴,2020/07/27|12:26:07,杉村 美冴,2020/07/27|12:26:07
LI00002004,2,テイルズ オブ フェスティバル 2020 共演記念ラバーストラップ エドナ & アイゼン,2020/06/15|00:00:00,1200,5,60,370,22200,73,,,0,杉村 美冴,2020/07/27|12:25:56,杉村 美冴,2020/07/27|12:25:56
LI00002007,1,テイルズ オブ フェスティバル 2020 推しメンネームバッジ01 ミント・アドネード,2020/06/15|00:00:00,800,5,40,223,8920,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002007,2,テイルズ オブ フェスティバル 2020 推しメンネームバッジ02 ロイド・アーヴィング,2020/06/15|00:00:00,800,5,40,527,21080,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002007,3,テイルズ オブ フェスティバル 2020 推しメンネームバッジ03 クラトス・アウリオン,2020/06/15|00:00:00,800,5,40,615,24600,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI01000044,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI00002007,4,テイルズ オブ フェスティバル 2020 推しメンネームバッジ04 藤林しいな,2020/06/15|00:00:00,800,5,40,480,19200,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002007,5,テイルズ オブ フェスティバル 2020 推しメンネームバッジ05 ゼロス・ワイルダー,2020/06/15|00:00:00,800,5,40,532,21280,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002007,6,テイルズ オブ フェスティバル 2020 推しメンネームバッジ06 ルーク・フォン・ファブレ,2020/06/15|00:00:00,800,5,40,695,27800,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002007,7,テイルズ オブ フェスティバル 2020 推しメンネームバッジ07 カイウス・クオールズ,2020/06/15|00:00:00,800,5,40,222,8880,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002008,1,テイルズ オブ フェスティバル 2020 推しメンネームバッジ08 ルビア・ナトウィック,2020/06/15|00:00:00,800,5,40,212,8480,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002008,2,テイルズ オブ フェスティバル 2020 推しメンネームバッジ09 ユーリ・ローウェル,2020/06/15|00:00:00,800,5,40,760,30400,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002008,3,テイルズ オブ フェスティバル 2020 推しメンネームバッジ10 リタ,2020/06/15|00:00:00,800,5,40,475,19000,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002008,4,テイルズ オブ フェスティバル 2020 推しメンネームバッジ11 レイヴン,2020/06/15|00:00:00,800,5,40,525,21000,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002008,5,テイルズ オブ フェスティバル 2020 推しメンネームバッジ12 ヒューバート・オズウェル,2020/06/15|00:00:00,800,5,40,510,20400,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002008,6,テイルズ オブ フェスティバル 2020 推しメンネームバッジ13 マリク・シザース,2020/06/15|00:00:00,800,5,40,483,19320,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002008,7,テイルズ オブ フェスティバル 2020 推しメンネームバッジ14 スレイ,2020/06/15|00:00:00,800,5,40,600,24000,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002009,1,テイルズ オブ フェスティバル 2020 推しメンネームバッジ15 エドナ,2020/06/15|00:00:00,800,5,40,530,21200,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002009,2,テイルズ オブ フェスティバル 2020 推しメンネームバッジ16 ライラ,2020/06/15|00:00:00,800,5,40,465,18600,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002009,3,テイルズ オブ フェスティバル 2020 推しメンネームバッジ17 ザビーダ,2020/06/15|00:00:00,800,5,40,433,17320,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002009,4,テイルズ オブ フェスティバル 2020 推しメンネームバッジ18 ベルベット・クラウ,2020/06/15|00:00:00,800,5,40,520,20800,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002009,5,テイルズ オブ フェスティバル 2020 推しメンネームバッジ19 ライフィセット,2020/06/15|00:00:00,800,5,40,465,18600,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002009,6,テイルズ オブ フェスティバル 2020 推しメンネームバッジ20 アイゼン,2020/06/15|00:00:00,800,5,40,590,23600,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002009,7,テイルズ オブ フェスティバル 2020 推しメンネームバッジ21 エレノア・ヒューム,2020/06/15|00:00:00,800,5,40,435,17400,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002010,1,テイルズ オブ フェスティバル 2020 推しメンネームバッジ22 カナタ・ヒューガ,2020/06/15|00:00:00,800,5,40,320,12800,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002010,2,テイルズ オブ フェスティバル 2020 推しメンネームバッジ23 ミゼラ,2020/06/15|00:00:00,800,5,40,290,11600,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002010,3,テイルズ オブ フェスティバル 2020 推しメンネームバッジ24 ガイ・セシル,,800,5,40,800,32000,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002010,4,テイルズ オブ フェスティバル 2020 推しメンネームバッジ25 ディスト,,800,5,40,410,16400,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002013,1,テイルズ オブ フェスティバル 2020 推しメンメタルチャーム コレクション Vol.1,2020/06/15|00:00:00,640,5,32,2200,70400,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002013,2,テイルズ オブ フェスティバル 2020 推しメンメタルチャーム コレクション Vol.2,2020/06/15|00:00:00,640,5,32,2400,76800,73,,,0,杉村 美冴,2020/07/27|12:24:47,杉村 美冴,2020/07/27|12:24:47
LI00002016,1,『テイルズ オブ』 キーケース01 ルーク・フォン・ファブレ,2020/06/15|00:00:00,2500,5,125,185,23125,73,,,0,杉村 美冴,2020/07/27|12:26:39,杉村 美冴,2020/07/27|12:26:39
LI00002016,2,『テイルズ オブ』 キーケース02 ユーリ・ローウェル,2020/06/15|00:00:00,2500,5,125,245,30625,73,,,0,杉村 美冴,2020/07/27|12:26:39,杉村 美冴,2020/07/27|12:26:39
LI00002016,3,『テイルズ オブ』 キーケース03 ルドガー・ウィル・クルスニク,2020/06/15|00:00:00,2500,5,125,202,25250,73,,,0,杉村 美冴,2020/07/27|12:26:39,杉村 美冴,2020/07/27|12:26:39
LI00002016,4,『テイルズ オブ』 キーケース04 エドナ,2020/06/15|00:00:00,2500,5,125,187,23375,73,,,0,杉村 美冴,2020/07/27|12:26:39,杉村 美冴,2020/07/27|12:26:39
LI00002016,5,『テイルズ オブ』 キーケース05 アイゼン,2020/06/15|00:00:00,2500,5,125,228,28500,73,,,0,杉村 美冴,2020/07/27|12:26:39,杉村 美冴,2020/07/27|12:26:39
LI00002019,1,『テイルズ オブ』 合皮アクセサリーポーチ06 アスベル・ラント,2020/06/15|00:00:00,2500,5,125,130,16250,73,,,0,杉村 美冴,2020/07/27|12:26:20,杉村 美冴,2020/07/27|12:26:20
LI00002019,2,『テイルズ オブ』 合皮アクセサリーポーチ07 ルドガー・ウィル・クルスニク,2020/06/15|00:00:00,2500,5,125,180,22500,73,,,0,杉村 美冴,2020/07/27|12:26:20,杉村 美冴,2020/07/27|12:26:20
LI00002019,3,『テイルズ オブ』 合皮アクセサリーポーチ08 エドナ,2020/06/15|00:00:00,2500,5,125,150,18750,73,,,0,杉村 美冴,2020/07/27|12:26:20,杉村 美冴,2020/07/27|12:26:20
LI00002019,4,『テイルズ オブ』 合皮アクセサリーポーチ09 ベルベット・クラウ,2020/06/15|00:00:00,2500,5,125,145,18125,73,,,0,杉村 美冴,2020/07/27|12:26:20,杉村 美冴,2020/07/27|12:26:20
LI00002019,5,『テイルズ オブ』 合皮アクセサリーポーチ10 アイゼン,2020/06/15|00:00:00,2500,5,125,170,21250,73,,,0,杉村 美冴,2020/07/27|12:26:20,杉村 美冴,2020/07/27|12:26:20
LI00002020,1,CODE VEIN ペーパーナイフ,2020/04/10|00:00:00,5000,5,250,192,48000,73,,,0,杉村 美冴,2020/07/27|12:20:13,杉村 美冴,2020/07/27|12:20:13
LI00002020,2,レザースマホケース チームエンブレム ver.,2020/04/10|00:00:00,6000,5,300,45,13500,73,,,0,杉村 美冴,2020/07/27|12:20:23,杉村 美冴,2020/07/27|12:20:23
LI00002020,4,ARTFX J 剣に寄り添うイオ,2020/04/10|00:00:00,17000,5,850,4656,3957600,73,,,0,杉村 美冴,2020/07/27|12:20:32,杉村 美冴,2020/07/27|12:20:32
LI00002021,1,Xmasプリケーキ2019(セネル＆シャーリィ(TOL))／5号,2019/11/30|00:00:00,4500,5,225,9,2025,73,,,0,杉村 美冴,2020/07/27|11:46:25,杉村 美冴,2020/07/27|11:46:25
LI00002021,2,[テイルズ_オブ_シリーズ]Xmasプリケーキ2019(ベルベット＆エレノア(TOB))／5号,2019/11/30|00:00:00,4500,5,225,14,3150,73,,,0,杉村 美冴,2020/07/27|11:46:25,杉村 美冴,2020/07/27|11:46:25
LI00002021,3,[テイルズ_オブ_シリーズ]Xmasプリケーキ2019(スレイ＆ミクリオ(TOZ))／5号,2019/11/30|00:00:00,4500,5,225,48,10800,73,,,0,杉村 美冴,2020/07/27|11:46:25,杉村 美冴,2020/07/27|11:46:25
LI00002021,4,[テイルズ_オブ_シリーズ]Xmasプリケーキ2019(スタン＆リオン(TOD))／5号,2019/11/30|00:00:00,4500,5,225,32,7200,73,,,0,杉村 美冴,2020/07/27|11:46:25,杉村 美冴,2020/07/27|11:46:25
LI00002021,5,[テイルズ_オブ_シリーズ]Xmasプリケーキ2019(ルドガー＆エル(TOX2))／5号,2019/11/30|00:00:00,4500,5,225,25,5625,73,,,0,杉村 美冴,2020/07/27|11:46:25,杉村 美冴,2020/07/27|11:46:25
LI00002021,6,[テイルズ_オブ_シリーズ]Xmasプリケーキ2019(ルカ＆スパーダ(TOI))／5号,2019/11/30|00:00:00,4500,5,225,25,5625,73,,,0,杉村 美冴,2020/07/27|11:46:25,杉村 美冴,2020/07/27|11:46:25
LI00002021,7,[テイルズ_オブ_シリーズ]Xmasプリケーキ2019(ジュード＆ミラ(TOX))／5号,2019/11/30|00:00:00,4500,5,225,13,2925,73,,,0,杉村 美冴,2020/07/27|11:46:25,杉村 美冴,2020/07/27|11:46:25
LI00002022,1,[テイルズ_オブ_シリーズ]Xmasプリケーキ2019(ヴェイグ＆ティトレイ(TOR))／5号,2019/11/30|00:00:00,4500,5,225,25,5625,73,,,0,杉村 美冴,2020/07/27|11:46:25,杉村 美冴,2020/07/27|11:46:25
LI00002022,2,[テイルズ_オブ_シリーズ]Xmasプリケーキ2019(リッド＆キール(TOE))／5号,2019/11/30|00:00:00,4500,5,225,27,6075,73,,,0,杉村 美冴,2020/07/27|11:46:25,杉村 美冴,2020/07/27|11:46:25
LI00002022,3,[テイルズ_オブ_シリーズ]Xmasプリケーキ2019(シング＆コハク(TOH))／5号,2019/11/30|00:00:00,4500,5,225,12,2700,73,,,0,杉村 美冴,2020/07/27|11:46:25,杉村 美冴,2020/07/27|11:46:25
LI00002022,4,[テイルズ_オブ_シリーズ]Xmasプリケーキ2019(ユーリ＆フレン(TOV))／5号,2019/11/30|00:00:00,4500,5,225,69,15525,73,,,0,杉村 美冴,2020/07/27|11:46:25,杉村 美冴,2020/07/27|11:46:25
LI00002022,5,[テイルズ_オブ_シリーズ]Xmasプリケーキ2019(クレス＆チェスター(TOP))／5号,2019/11/30|00:00:00,4500,5,225,17,3825,73,,,0,杉村 美冴,2020/07/27|11:46:25,杉村 美冴,2020/07/27|11:46:25
